45,Left,-0.45958,-0.8716993,1.162072,3.189119
45,Right,-0.2228559,-0.452195,0.2438212,3.189119
45,Left,-0.45958,-0.8716993,1.162072,3.200351
45,Right,-0.2231659,-0.4517894,0.2431334,3.200351
45,Left,-0.45958,-0.8716993,1.162072,3.211345
45,Right,-0.2234083,-0.4518157,0.242638,3.211345
45,Left,-0.45958,-0.8716993,1.162072,3.223029
45,Right,-0.2234864,-0.4520096,0.2422553,3.223029
45,Left,-0.45958,-0.8716993,1.162072,3.233615
45,Right,-0.2238334,-0.4510479,0.2417601,3.233615
45,Left,-0.45958,-0.8716993,1.162072,3.245134
45,Right,-0.2238901,-0.4509326,0.2418298,3.245134
45,Left,-0.45958,-0.8716993,1.162072,3.255908
45,Right,-0.2235886,-0.4518635,0.2423392,3.255908
45,Left,-0.45958,-0.8716993,1.162072,3.267129
45,Right,-0.2228191,-0.4528039,0.2427875,3.267129
45,Left,-0.45958,-0.8716993,1.162072,3.278221
45,Right,-0.2219131,-0.4542224,0.2434606,3.278221
45,Left,-0.45958,-0.8716993,1.162072,3.289454
45,Right,-0.2213445,-0.4550301,0.2440113,3.289454
45,Left,-0.45958,-0.8716993,1.162072,3.300391
45,Right,-0.2211971,-0.4555065,0.2446118,3.300391
45,Left,-0.45958,-0.8716993,1.162072,3.311569
45,Right,-0.2212957,-0.4556382,0.2452254,3.311569
45,Left,-0.45958,-0.8716993,1.162072,3.323888
45,Right,-0.2212742,-0.4558631,0.2456076,3.323888
45,Left,-0.45958,-0.8716993,1.162072,3.339632
45,Right,-0.2216015,-0.455661,0.2455765,3.339632
45,Left,-0.45958,-0.8716993,1.162072,3.344967
45,Right,-0.2213466,-0.4561985,0.2458038,3.344967
45,Left,-0.45958,-0.8716993,1.162072,3.356079
45,Right,-0.2211444,-0.4574987,0.2455848,3.356079
45,Left,-0.45958,-0.8716993,1.162072,3.367038
45,Right,-0.2210469,-0.4580338,0.2458533,3.367038
45,Left,-0.45958,-0.8716993,1.162072,3.378219
45,Right,-0.2215075,-0.4579397,0.2465601,3.378219
45,Left,-0.45958,-0.8716993,1.162072,3.389257
45,Right,-0.2224569,-0.4573425,0.2473818,3.389257
45,Left,-0.45958,-0.8716993,1.162072,3.401396
45,Right,-0.2235094,-0.4567418,0.2483966,3.401396
45,Left,-0.45958,-0.8716993,1.162072,3.411594
45,Right,-0.2245187,-0.4563825,0.2498024,3.411594
45,Left,-0.45958,-0.8716993,1.162072,3.42267
45,Right,-0.225375,-0.4563745,0.251335,3.42267
45,Left,-0.45958,-0.8716993,1.162072,3.434504
45,Right,-0.22641,-0.4566634,0.2531423,3.434504
45,Left,-0.45958,-0.8716993,1.162072,3.444932
45,Right,-0.2276451,-0.4568097,0.255146,3.444932
45,Left,-0.45958,-0.8716993,1.162072,3.456672
45,Right,-0.2293215,-0.4569278,0.2576218,3.456672
45,Left,-0.45958,-0.8716993,1.162072,3.467037
45,Right,-0.2311282,-0.457043,0.2602313,3.467037
45,Left,-0.45958,-0.8716993,1.162072,3.478541
45,Right,-0.2331704,-0.4574187,0.263356,3.478541
45,Left,-0.45958,-0.8716993,1.162072,3.495281
45,Right,-0.2355577,-0.4578143,0.2668708,3.495281
45,Left,-0.45958,-0.8716993,1.162072,3.500398
45,Right,-0.2382198,-0.4580967,0.2707887,3.500398
45,Left,-0.45958,-0.8716993,1.162072,3.511976
45,Right,-0.2414921,-0.4583533,0.2754051,3.511976
45,Left,-0.45958,-0.8716993,1.162072,3.52272
45,Right,-0.2449774,-0.4586798,0.2802604,3.52272
45,Left,-0.45958,-0.8716993,1.162072,3.534304
45,Right,-0.2487534,-0.4593529,0.2857081,3.534304
45,Left,-0.45958,-0.8716993,1.162072,3.544976
45,Right,-0.2522672,-0.4605441,0.2912264,3.544976
45,Left,-0.45958,-0.8716993,1.162072,3.556044
45,Right,-0.2557904,-0.4624676,0.2970791,3.556044
45,Left,-0.45958,-0.8716993,1.162072,3.56716
45,Right,-0.2595356,-0.4643492,0.3030521,3.56716
45,Left,-0.45958,-0.8716993,1.162072,3.578368
45,Right,-0.2638246,-0.4664099,0.3095818,3.578368
45,Left,-0.45958,-0.8716993,1.162072,3.589725
45,Right,-0.26859,-0.4685911,0.3164386,3.589725
45,Left,-0.45958,-0.8716993,1.162072,3.60075
45,Right,-0.273587,-0.4709586,0.3234211,3.60075
45,Left,-0.45958,-0.8716993,1.162072,3.611877
45,Right,-0.2791657,-0.4737148,0.3307848,3.611877
45,Left,-0.45958,-0.8716993,1.162072,3.623224
45,Right,-0.2849619,-0.4767382,0.3382312,3.623224
45,Left,-0.45958,-0.8716993,1.162072,3.634285
45,Right,-0.291128,-0.4802968,0.3455184,3.634285
45,Left,-0.45958,-0.8716993,1.162072,3.651071
45,Right,-0.2969015,-0.484327,0.3520688,3.651071
45,Left,-0.45958,-0.8716993,1.162072,3.656651
45,Right,-0.302234,-0.4886713,0.3581482,3.656651
45,Left,-0.45958,-0.8716993,1.162072,3.667609
45,Right,-0.3074737,-0.4935575,0.3639406,3.667609
45,Left,-0.45958,-0.8716993,1.162072,3.678406
45,Right,-0.312993,-0.4983635,0.3696645,3.678406
45,Left,-0.45958,-0.8716993,1.162072,3.689917
45,Right,-0.3189169,-0.5033772,0.3753011,3.689917
45,Left,-0.45958,-0.8716993,1.162072,3.700589
45,Right,-0.3252304,-0.5082645,0.381286,3.700589
45,Left,-0.45958,-0.8716993,1.162072,3.712149
45,Right,-0.3319245,-0.5135197,0.3875532,3.712149
45,Left,-0.45958,-0.8716993,1.162072,3.723094
45,Right,-0.3384132,-0.5190067,0.393873,3.723094
45,Left,-0.45958,-0.8716993,1.162072,3.734371
45,Right,-0.3446084,-0.5250786,0.4004841,3.734371
45,Left,-0.45958,-0.8716993,1.162072,3.745563
45,Right,-0.3502323,-0.5315943,0.407203,3.745563
45,Left,-0.45958,-0.8716993,1.162072,3.756496
